TargetID	AVG_Signal-H9 hES cells repl3	BEAD_STDEV-H9 hES cells repl3	Detection-H9 hES cells repl3
GI_21389526-S	766.9	21.7	1
GI_21389528-S	128.9	4.3	0.89935484
GI_21389534-S	246	7.1	1
GI_21389542-S	132.3	6.5	0.94709677
GI_21389544-S	111.7	4.7	0.45419355
GI_21389548-S	113.9	5.7	0.53419355
GI_21389550-S	123.3	7.1	0.80258065
GI_21389554-S	132.8	5.4	0.94967742
GI_21389558-S	124.5	5.8	0.83741935
GI_21389560-S	108.7	4.1	0.36129032
GI_21389568-S	125.4	5	0.85419355
GI_21389570-S	107.2	3.7	0.31354839
GI_21389572-S	110.8	3.7	0.4283871
GI_21389576-S	603.4	16.7	1
GI_21389578-S	109.8	5.9	0.40258065
GI_21389584-S	223.9	8.3	1
GI_21389588-S	169.9	6	0.99870968
GI_21389592-S	124.1	4.8	0.82322581
GI_21389596-S	138.3	5	0.97290323
GI_21389598-S	132.9	4.8	0.94967742
GI_21389600-S	192.2	7.3	0.99870968
GI_21389608-S	121.2	5.2	0.75870968
GI_21389614-S	108.6	5.1	0.36
GI_21389616-S	111.1	3.8	0.43741935
GI_21389622-S	121.7	5.7	0.76645161
GI_21396476-A	102.6	4.4	0.17806452
GI_21396477-I	110.9	4.3	0.43483871
GI_21396478-S	106.9	4.3	0.30451613
GI_21396479-A	733.6	24.7	1
GI_21396481-S	397.7	22.6	1
GI_21396482-S	116.7	4.5	0.63096774
GI_21396483-S	1086.2	38.1	1
GI_21396485-I	4817.9	147.5	1
GI_21396488-S	562.3	16.7	1
GI_21396490-S	333.3	10	1
GI_21396492-A	1269.5	40.7	1
GI_21396495-I	121.7	5.2	0.76774194
GI_21396497-S	113.8	4.9	0.53419355
GI_21396498-S	136.3	6.3	0.96903226
GI_21396499-S	379.9	13.6	1
GI_21396501-S	105.4	4.1	0.24516129
GI_21396502-S	95.3	2.4	0.05419355
GI_21426826-S	823.7	17.8	1
GI_21426832-S	211	7.4	1
GI_21426842-S	97.2	3.8	0.07612903
GI_21426844-S	105.9	4.6	0.26709677
GI_21450642-S	201	5.9	0.99870968
GI_21450644-S	103.1	9.1	0.19612903
GI_21450646-S	102.4	5.3	0.16903226
GI_21450650-S	172.2	6	0.99870968
GI_21450652-S	98	2.9	0.08903226
GI_21450654-S	127.1	5.9	0.88
GI_21450656-S	93.3	4.1	0.03612903
GI_21450658-S	116.4	5.6	0.61935484
GI_21450662-S	398.9	14.2	1
GI_21450664-S	836.4	19.7	1
GI_21450668-S	119.2	6.5	0.69935484
GI_21450670-S	113.7	4.9	0.52903226
GI_21450676-S	126.7	5.7	0.87354839
GI_21450678-S	460.8	13.1	1
GI_21450688-S	124.7	5.2	0.83870968
GI_21450690-S	240.8	7.2	1
GI_21450708-S	143.8	6.4	0.98580645
GI_21450710-S	3381.2	80.8	1
GI_21450718-S	120.1	5.1	0.73032258
GI_21450724-S	116.8	5.2	0.63096774
GI_21450726-S	115.5	3.3	0.59741935
GI_21450728-S	112.5	4.6	0.47612903
GI_21450730-S	322.9	8.6	1
GI_21450742-S	117.1	4.2	0.63483871
GI_21450744-S	112.5	3.3	0.47870968
GI_21450748-S	110.7	3.7	0.42709677
GI_21450760-S	1378.2	28.2	1
GI_21450764-S	106.4	4.5	0.29032258
GI_21450766-S	729.6	18.2	1
GI_21450774-S	194.5	7.4	0.99870968
GI_21450776-S	89.8	3.7	0.01290323
GI_21450778-S	160.4	5.1	0.99870968
GI_21450780-S	139.8	5.5	0.97806452
GI_21450786-S	116.6	5.2	0.6283871
GI_21450791-S	273.2	10.5	1
GI_21450795-S	115	4.8	0.57032258
GI_21450799-S	238.1	5.6	1
GI_21450801-S	1146.4	32.8	1
GI_21450811-S	116.7	5.3	0.63096774
GI_21450813-S	160.5	6	0.99870968
GI_21450815-S	437	13.1	1
GI_21450821-S	215.7	6.8	1
GI_21450823-S	137.1	4.5	0.9716129
GI_21450827-S	281.6	8.3	1
GI_21450831-S	616	13.9	1
GI_21450833-S	147.9	6.1	0.99225806
GI_21450835-S	671.7	19.8	1
GI_21450837-S	101.4	3.8	0.1483871
GI_21450841-I	105.8	4.6	0.26064516
GI_21450843-A	337.3	7.8	1
GI_21450845-I	142.7	5.7	0.98451613
GI_21450847-A	149.7	6.9	0.99483871
GI_21450849-S	118	3.6	0.6683871
GI_21450851-A	425.8	10.2	1
GI_21450854-I	213.3	6.4	1
GI_21450855-A	10118.1	229.6	1
GI_21450857-S	165.3	4.9	0.99870968
GI_21450858-S	118.7	5.5	0.69032258
GI_21450860-I	261.2	10	1
GI_21464100-S	1757.4	44.1	1
GI_21464102-S	4636.1	90.2	1
GI_21464103-S	4671.1	117.2	1
GI_21464104-S	1469.9	28.9	1
GI_21464106-A	253.6	7.7	1
GI_21464110-I	106.1	4	0.27483871
GI_21464114-A	176.7	8.1	0.99870968
GI_21464120-I	113.4	4.4	0.51870968
GI_21464121-A	116.5	4.3	0.62322581
GI_21464122-S	1549.1	31.8	1
GI_21464123-A	121.6	5.2	0.76516129
GI_21464123-I	99	4	0.10064516
GI_21464124-I	177.8	8.1	0.99870968
GI_21464126-I	126.9	5.3	0.87741935
GI_21464130-A	107.6	3.3	0.32129032
GI_21464133-I	110.3	4	0.41548387
GI_21464138-A	120.2	9.6	0.73419355
GI_21464140-I	293.9	10.6	1
GI_21464141-A	112.8	4.6	0.4916129
GI_21464141-I	108.8	5.9	0.36903226
GI_21483180-I	109.3	3.7	0.38451613
GI_21483181-A	218.7	5.8	1
GI_21483181-I	118	6.9	0.6683871
GI_21493021-I	129.1	5	0.90322581
GI_21493023-A	474.7	11	1
GI_21493023-I	138.7	8.5	0.97290323
GI_21493027-A	275.1	9.3	1
GI_21493032-S	256	12.4	1
GI_21493034-I	108.3	3.7	0.34709677
GI_21493036-I	124.3	5.9	0.83225806
GI_21493038-A	136.2	5.2	0.96903226
GI_21493038-I	118.4	4.9	0.67741935
GI_21493040-S	110.2	3.7	0.4116129
GI_21493042-S	111.3	4.2	0.44258065
GI_21493044-S	127.3	4.8	0.88258065
GI_21493046-S	709.5	18.9	1
GI_21495177-S	289.1	7.9	1
GI_21536251-S	226.4	7.3	1
GI_21536270-I	108	4.6	0.33419355
GI_21536273-S	97.1	4.4	0.07354839
GI_21536277-S	154.3	5.8	0.99741935
GI_21536278-S	324.4	8.2	1
GI_21536279-S	101.6	4.5	0.15354839
GI_21536280-S	115.1	4.9	0.58193548
GI_21536281-S	363.8	11.3	1
GI_21536283-S	139	6.3	0.97548387
GI_21536287-S	100.6	4.3	0.13419355
GI_21536289-S	116.9	5.8	0.63096774
GI_21536290-S	94.3	8.2	0.04516129
GI_21536291-S	115	5.4	0.57032258
GI_21536292-S	128.2	6	0.89032258
GI_21536293-I	111.8	5	0.45548387
GI_21536295-A	98.8	4	0.09935484
GI_21536295-I	425	15.5	1
GI_21536296-S	119.2	4	0.69935484
GI_21536297-S	114.4	4.3	0.54580645
GI_21536298-S	134.3	5.6	0.95612903
GI_21536299-I	348.7	10.5	1
GI_21536300-A	316.5	7.1	1
GI_21536300-I	371.2	9.1	1
GI_21536304-S	397	12.2	1
GI_21536305-A	115.6	7.6	0.60516129
GI_21536309-A	466.2	13.8	1
GI_21536309-I	496.5	13.8	1
GI_21536310-I	557.5	14.9	1
GI_21536313-A	120.7	4.6	0.74967742
GI_21536314-I	106	4.6	0.26967742
GI_21536317-S	716.4	20.2	1
GI_21536318-S	704.9	16.3	1
GI_21536323-A	1887.5	36.2	1
GI_21536328-I	132.9	6.2	0.94967742
GI_21536329-S	111.7	3.9	0.45419355
GI_21536330-I	123.2	4.4	0.8
GI_21536332-A	156.6	8.2	0.99870968
GI_21536334-I	135.5	4.2	0.96645161
GI_21536335-I	114.7	5.6	0.56129032
GI_21536336-A	121	4.3	0.75483871
GI_21536336-I	115.8	5.3	0.61032258
GI_21536343-I	114.6	4.1	0.55225806
GI_21536345-A	88.6	2.8	0.01290323
GI_21536348-A	494.8	13.4	1
GI_21536350-I	108.9	3.7	0.37032258
GI_21536352-S	379.5	20	1
GI_21536354-A	205.1	7.6	0.99870968
GI_21536361-A	468	10.3	1
GI_21536363-I	343.7	10.6	1
GI_21536364-S	557.1	15.3	1
GI_21536366-A	1320	26.6	1
GI_21536368-I	115.6	4.7	0.60387097
GI_21536370-S	340.4	12.7	1
GI_21536372-S	1933	67.3	1
GI_21536373-S	172.4	5.2	0.99870968
GI_21536375-S	115.9	3.9	0.61032258
GI_21536377-S	97.2	3.5	0.07612903
GI_21536379-S	99.9	4.4	0.11354839
GI_21536380-I	114.1	4.9	0.54064516
GI_21536384-A	112.9	4.6	0.50193548
GI_21536385-I	93.6	2.8	0.04
GI_21536389-S	105.2	4.1	0.24258065
GI_21536391-S	122.9	4.7	0.78967742
GI_21536395-A	120.2	4.8	0.7316129
GI_21536397-I	98.9	4.4	0.10064516
GI_21536405-I	107.6	3.6	0.32258065
GI_21536416-A	213	7.1	1
GI_21536418-S	123.8	4.9	0.82064516
GI_21536419-A	125	5.4	0.84387097
GI_21536422-A	140.9	5.3	0.98193548
GI_21536424-S	309.7	7.1	1
GI_21536425-A	578.4	14.8	1
GI_21536426-S	142.5	6.8	0.98322581
GI_21536427-S	1526.7	35.1	1
GI_21536429-I	98.5	4.3	0.09290323
GI_21536430-S	104.4	4.5	0.22709677
GI_21536431-S	389.3	10.2	1
GI_21536432-A	117.1	5.1	0.63612903
GI_21536432-I	111	7.4	0.43612903
GI_21536433-S	227.8	8.3	1
GI_21536437-S	151.1	6.6	0.99612903
GI_21536438-A	558.7	13.9	1
GI_21536439-I	94.6	3.5	0.04645161
GI_21536440-S	182.2	5.5	0.99870968
GI_21536441-S	241.7	7.8	1
GI_21536442-S	111.5	5.2	0.44903226
GI_21536443-A	2467	42.9	1
GI_21536444-I	406.5	15.5	1
GI_21536446-S	133	5.3	0.95096774
GI_21536448-S	808.7	14.9	1
GI_21536450-A	211.5	8.4	1
GI_21536451-S	130.3	5.1	0.93032258
GI_21536453-S	95.7	3.8	0.05677419
GI_21536454-I	178.6	6.1	0.99870968
GI_21536455-S	115.1	5.5	0.57548387
GI_21536456-S	552.3	13.3	1
GI_21536459-S	225.7	8	1
GI_21536460-S	129.7	6.3	0.91354839
GI_21536462-I	111	3.7	0.43612903
GI_21536463-S	146.8	4.9	0.99096774
GI_21536467-A	114	3.8	0.53548387
GI_21536469-S	113.7	4.9	0.53032258
GI_21536471-S	104.9	5.1	0.23741935
GI_21536472-I	105.4	2.4	0.24645161
GI_21536473-S	129.6	8	0.91225806
GI_21536478-I	164.3	5.8	0.99870968
GI_21536480-A	189.8	6.8	0.99870968
GI_21536480-I	146.1	9.4	0.98967742
GI_21536482-S	116.4	4.6	0.62193548
GI_21536483-S	590	15	1
GI_21536484-S	215.4	8	1
GI_21539662-A	553.2	10.2	1
GI_21553310-S	113.6	4.8	0.52645161
GI_21553312-S	176.7	5	0.99870968
GI_21553314-S	1347.3	33.3	1
GI_21553316-S	1943.8	54.3	1
GI_21553320-S	127.3	6.7	0.88258065
GI_21553322-S	1550.4	38.7	1
GI_21553324-S	113.3	3.9	0.51612903
GI_21553330-S	183	6	0.99870968
GI_21553334-S	114.5	4.8	0.54967742
GI_21553338-S	105.4	4.4	0.24645161
GI_21614495-S	162.1	5.7	0.99870968
GI_21614497-S	4286.9	106.4	1
GI_21614498-S	1417.1	36.7	1
GI_21614500-A	3501.8	96.4	1
GI_21614503-I	1569.8	38.1	1
GI_21614504-I	114.3	6.2	0.54580645
GI_21614506-A	147.1	5	0.99096774
GI_21614508-I	242	5.7	1
GI_21614509-A	103.6	3.8	0.21677419
GI_21614509-I	126.8	5.3	0.87483871
GI_21614510-I	123.3	7.9	0.8
GI_21614512-I	100.9	4.1	0.13806452
GI_21614514-A	124.2	4.9	0.82709677
GI_21614516-A	187	7.1	0.99870968
GI_21614517-S	112.7	5.2	0.49032258
GI_21614518-S	105.8	5.1	0.26451613
GI_21614519-S	217.7	8.4	1
GI_21614521-S	812.4	18.3	1
GI_21614524-S	427.9	12.8	1
GI_21614526-S	1223.6	47.1	1
GI_21614527-S	6474.4	147.5	1
GI_21614528-S	236.9	8.5	1
GI_21614529-I	131	5	0.93806452
GI_21614532-A	123.5	5.2	0.8116129
GI_21614535-S	125.5	5.7	0.85806452
GI_21614536-I	372.4	12.3	1
GI_21614537-A	454.2	14.4	1
GI_21614540-S	128.4	5.2	0.89548387
GI_21614541-S	122.6	5.5	0.78709677
GI_21614543-S	105	5	0.23741935
GI_21614545-S	266.6	21.9	1
GI_21614546-S	139.6	5	0.97806452
GI_21614547-S	102.7	3.7	0.18322581
GI_21614549-S	108.7	4.5	0.36387097
GI_21614550-S	123.4	5.5	0.80645161
GI_21614551-S	110	5.5	0.40774194
GI_21618324-S	124.1	6.8	0.82451613
GI_21618326-I	132.5	4.7	0.94709677
GI_21618328-A	98.8	4.4	0.09935484
GI_21618332-S	164	7.2	0.99870968
GI_21618333-I	108.8	5.3	0.36903226
GI_21618335-A	229.1	8.2	1
GI_21618337-A	492.1	11.9	1
GI_21618341-S	112.6	3.8	0.48129032
GI_21618345-S	110.8	4.5	0.43225806
GI_21618346-I	112.9	4.5	0.50193548
GI_21618348-A	146.2	4.9	0.98967742
GI_21618348-I	130.6	7.3	0.93419355
GI_21618350-I	101.5	5.7	0.15096774
GI_21618355-A	116.8	5.7	0.63096774
GI_21618355-I	142.2	8.6	0.98322581
GI_21618356-I	103.8	6.1	0.21806452
GI_21618360-S	237.9	6.9	1
GI_21624640-S	125.8	5.2	0.85935484
GI_21624647-S	129.8	8.3	0.91741935
GI_21624653-S	116.4	4.4	0.62322581
GI_21624655-S	135.9	5.9	0.96774194
GI_21626459-S	1251.9	34.8	1
GI_21626460-S	114.4	7.3	0.54709677
GI_21626462-S	127.4	4.7	0.88258065
GI_21626463-S	1867.7	43.6	1
GI_21626467-S	1416.6	38.4	1
GI_21630256-S	248.5	8.9	1
GI_21630284-S	102.2	3.7	0.16387097
GI_21686972-S	110.3	4.4	0.41548387
GI_21686976-S	127.8	4.6	0.88387097
GI_21686978-S	117.7	4	0.65548387
GI_21686980-S	126.5	5	0.87225806
GI_21686994-S	102.8	7.7	0.18322581
GI_21686996-S	192.8	4.8	0.99870968
GI_21687002-S	118.5	5.1	0.68
GI_21687023-S	110.5	5.1	0.42580645
GI_21687040-S	117.7	5.8	0.65806452
GI_21687046-S	114.2	3.5	0.54451613
GI_21687047-S	128.7	5.1	0.89677419
GI_21687049-S	110	5.4	0.40774194
GI_21687059-S	129.3	7.5	0.90322581
GI_21687061-S	169	5.2	0.99870968
GI_21687067-S	142.7	5.4	0.98451613
GI_21687071-S	150.1	5.5	0.99612903
GI_21687081-S	191.9	6.1	0.99870968
GI_21687083-S	108.4	4.2	0.35096774
GI_21687097-S	109.4	4.1	0.38967742
GI_21687111-S	156.7	7.4	0.99870968
GI_21687118-S	285.3	8.5	1
GI_21687122-S	118.2	5.3	0.67354839
GI_21687134-S	127.5	6	0.88258065
GI_21687138-S	125.5	5.1	0.85548387
GI_21687142-S	100.6	4.4	0.13290323
GI_21687148-S	133.3	5.5	0.95096774
GI_21687150-S	307.9	8.6	1
GI_21687152-S	982.7	20.7	1
GI_21687174-S	159.6	6	0.99870968
GI_21687176-S	207.1	6.1	0.99870968
GI_21687187-S	118.5	4.2	0.68387097
GI_21687211-S	211.6	8	1
GI_21687219-S	963.8	23.5	1
GI_21687223-S	138.6	5.1	0.97290323
GI_21687227-S	119.3	4.6	0.70709677
GI_21687234-A	115.5	5.4	0.59612903
GI_21687234-I	125.4	7.7	0.85419355
GI_21687236-S	116.8	5.2	0.63096774
GI_21687251-S	321.2	8.1	1
GI_21687261-S	105.2	4.9	0.24258065
GI_21687263-S	104.7	5.4	0.23354839
GI_21687265-S	95.9	4.3	0.05677419
GI_21687267-S	117.3	5	0.64
GI_21687269-S	122.7	6.7	0.7883871
GI_21699053-S	111.7	4.3	0.45419355
GI_21699059-S	126.1	5.1	0.86709677
GI_21699063-S	138.6	6.5	0.97290323
GI_21699069-S	695.5	17.5	1
GI_21699077-S	175.5	6.2	0.99870968
GI_21699081-S	131.6	7.7	0.94322581
GI_21699083-S	95	3.1	0.05290323
GI_21700762-S	1616.6	33	1
GI_21702732-A	130.2	5	0.92774194
GI_21702732-I	132.1	8.7	0.94580645
GI_21702741-I	503.4	14.6	1
GI_21703361-A	318.7	11.2	1
GI_21703366-S	134.1	10.7	0.95612903
GI_21703709-S	1383.6	36.4	1
GI_21704266-I	142.6	5.3	0.98322581
GI_21704268-I	106.4	4.5	0.28903226
GI_21704270-A	5548.5	143.8	1
GI_21704273-I	115.2	4.6	0.58451613
GI_21704275-S	2897.9	46.8	1
GI_21704276-I	124	6.8	0.82193548
GI_21704278-A	442.1	10.9	1
GI_21704282-S	320.3	7.6	1
GI_21704284-S	117.6	4.3	0.64774194
GI_21704285-S	1806	72.8	1
GI_21704286-S	146.4	7.9	0.98967742
GI_21717802-S	1729.9	38.2	1
GI_21717806-S	660.2	14.7	1
GI_21717813-S	111.4	5.6	0.44645161
GI_21717815-S	509.4	12.9	1
GI_21717823-S	141.8	5.4	0.98322581
GI_21717829-S	106.7	5.8	0.29935484
GI_21717831-S	131.3	7	0.93935484
GI_21729875-A	99.3	3.7	0.10580645
GI_21729877-I	159	7	0.99870968
GI_21729879-I	118	4.6	0.6683871
GI_21729881-I	175.9	7.4	0.99870968
GI_21729883-A	292.9	9.1	1
GI_21729887-A	114.2	5.2	0.54451613
GI_21729898-A	280.4	7.4	1
GI_21729898-I	117.3	6	0.64129032
GI_21735416-S	116	4.2	0.61290323
GI_21735418-S	764.8	20.6	1
GI_21735486-S	117.6	3.8	0.64903226
GI_21735491-I	97	5.2	0.07354839
GI_21735547-S	172.7	8.8	0.99870968
GI_21735549-S	119.3	5.3	0.70580645
GI_21735551-S	103.1	4.9	0.19483871
GI_21735553-S	208.3	8.1	0.99870968
GI_21735555-S	215.2	6.2	1
GI_21735557-A	287	7.2	1
GI_21735558-I	110.2	7.8	0.4116129
GI_21735565-A	848.6	19	1
GI_21735567-S	1525.9	45.9	1
GI_21735568-S	241.5	7.9	1
GI_21735570-S	152.3	8.3	0.99741935
GI_21735571-S	1249.5	39.1	1
GI_21735574-S	121.2	4.6	0.75870968
GI_21735576-S	283.7	9.1	1
GI_21735583-A	157.7	6.1	0.99870968
GI_21735591-A	592.2	17.7	1
GI_21735591-I	762.9	19.2	1
GI_21735593-I	1571.5	33.9	1
GI_21735599-S	2087.7	46.8	1
GI_21735600-S	1979.1	58.4	1
GI_21735601-A	1427.3	40.6	1
GI_21735601-I	106	4.6	0.27096774
GI_21735603-I	436.7	9.1	1
GI_21735607-I	1164.4	32	1
GI_21735608-A	2770.8	73.3	1
GI_21735610-S	1086.9	23.5	1
GI_21735615-I	92.8	4.9	0.03225806
GI_21735617-A	127.2	6.3	0.88258065
GI_21735619-S	4374.2	126.6	1
GI_21735620-S	9027	139.4	1
GI_21735622-S	124.9	6.3	0.84387097
GI_21735623-A	5339.2	106.7	1
GI_21735623-I	377	10.7	1
GI_21902518-S	387.3	8.6	1
GI_21902536-S	1056.9	28.7	1
GI_21914861-A	2363.9	47	1
GI_21914880-S	723.2	18.1	1
GI_21914924-S	101.3	4	0.14580645
GI_21918830-S	452.6	12.4	1
GI_21918871-S	266.2	8.6	1
GI_21945057-S	143.1	5.5	0.98451613
GI_21945060-A	123.6	5.2	0.81548387
GI_21945060-I	125.9	7.1	0.86064516
GI_21955121-S	116.9	4.6	0.63096774
GI_21955153-I	115.8	4.7	0.61032258
GI_21955169-I	172.4	6.4	0.99870968
GI_21955171-S	171.3	7.1	0.99870968
GI_21955236-S	127.3	4.8	0.88258065
GI_21955238-S	101.9	4.9	0.15870968
GI_21956638-S	180.5	6.5	0.99870968
GI_21956640-S	550.8	18.8	1
GI_21956644-S	1698.3	48.5	1
GI_21956646-S	105.7	4.1	0.25935484
GI_22001414-S	560.5	14.1	1
GI_22001416-S	458.1	11.1	1
GI_22001419-S	123.2	4.4	0.79870968
GI_22003857-S	126.8	4.7	0.87483871
GI_22004646-S	126.7	5.5	0.87354839
GI_22024384-S	1560.6	29.1	1
GI_22027467-S	130.7	5.6	0.93419355
GI_22027468-I	553.3	14	1
GI_22027470-S	112.5	4	0.47741935
GI_22027474-I	118.1	4	0.66967742
GI_22027476-A	501.6	14.1	1
GI_22027477-A	863.7	21.9	1
GI_22027479-S	1039.9	23.5	1
GI_22027481-S	332.3	8.8	1
GI_22027483-S	1443.7	52.6	1
GI_22027484-S	113	4.4	0.50193548
GI_22027485-S	127.9	4.4	0.88516129
GI_22027487-S	186.2	6.3	0.99870968
GI_22027491-S	102.2	7	0.16516129
GI_22027493-S	120	4	0.72903226
GI_22027494-S	110.5	8.5	0.42322581
GI_22027495-S	126.6	6.3	0.87354839
GI_22027497-S	380	12.3	1
GI_22027498-S	117.9	4.8	0.66193548
GI_22027499-S	435.4	10.1	1
GI_22027504-S	782.1	20.4	1
GI_22027505-A	621.4	15.5	1
GI_22027506-I	221.5	6.1	1
GI_22027508-I	929.3	28.6	1
GI_22027510-A	1575	42.7	1
GI_22027512-I	151	5.6	0.99612903
GI_22027513-A	1835.7	46.1	1
GI_22027517-A	1224.8	29.1	1
GI_22027519-A	109.5	4.5	0.39483871
GI_22027521-I	86.5	3.9	0.00774194
GI_22027523-S	136	6.1	0.96774194
GI_22027524-S	270.5	11.3	1
GI_22027526-A	160.1	9.9	0.99870968
GI_22027526-I	617.3	11.3	1
GI_22027527-I	96.6	4.4	0.06580645
GI_22027529-S	186.8	7.6	0.99870968
GI_22027531-A	140.1	3.5	0.98064516
GI_22027537-S	380.7	13.5	1
GI_22027539-S	2271.9	45.5	1
GI_22027540-S	516.2	11.7	1
GI_22027542-S	99.5	3.6	0.10709677
GI_22027543-S	104.4	6.2	0.22967742
GI_22027545-S	87.3	2.8	0.01032258
GI_22027547-S	112.1	5.8	0.46580645
GI_22027550-A	115.6	5.4	0.60387097
GI_22027550-I	126.6	4.7	0.87225806
GI_22027553-I	109.8	4.1	0.4
GI_22027559-A	102.8	3.2	0.18322581
GI_22027608-A	143.4	4.4	0.98451613
GI_22027610-S	143.6	8.1	0.98451613
GI_22027613-A	986.6	23	1
GI_22027615-A	196.7	6.4	0.99870968
GI_22027621-I	157.6	5.9	0.99870968
GI_22027623-A	350.6	12.6	1
GI_22027625-I	107.8	4.1	0.32903226
GI_22027626-A	199.5	8.6	0.99870968
GI_22027626-I	124.2	5	0.82709677
GI_22027628-A	210.1	5.5	1
GI_22027629-I	105.1	5.2	0.23870968
GI_22027631-I	108.3	4.4	0.34967742
GI_22027633-A	125.8	5.3	0.85935484
GI_22027633-I	106.1	3.8	0.27741935
GI_22027637-I	114.4	6	0.54967742
GI_22027639-S	555.2	12.5	1
GI_22027640-S	3017.5	77.8	1
GI_22027643-S	125.2	3	0.84645161
GI_22027645-S	130.7	5.6	0.93419355
GI_22027647-S	574.6	15.3	1
GI_22027649-S	262.1	9.2	1
GI_22027652-A	830.8	27.3	1
GI_22027654-S	1362.7	23.2	1
GI_22035547-S	123.7	4.6	0.81677419
GI_22035549-S	132.9	5.3	0.94967742
GI_22035551-S	264.3	9.3	1
GI_22035552-I	135.1	5.7	0.96516129
GI_22035553-A	354.9	9.2	1
GI_22035553-I	119.6	6.7	0.71483871
GI_22035555-I	137.2	7.1	0.9716129
GI_22035559-A	690.8	16.2	1
GI_22035559-I	109.3	4.3	0.38451613
GI_22035561-S	870.3	21.2	1
GI_22035563-A	251.7	8.2	1
GI_22035568-I	201.6	6.8	0.99870968
GI_22035573-A	212.5	7.5	1
GI_22035582-I	537	9.7	1
GI_22035585-A	1344.8	32.3	1
GI_22035587-A	1704.2	43.9	1
GI_22035591-I	240.8	8.3	1
GI_22035593-A	377	8.7	1
GI_22035595-S	2517.1	57.1	1
GI_22035596-S	1140.8	27.5	1
GI_22035597-S	160	9.9	0.99870968
GI_22035599-S	575.6	22.3	1
GI_22035601-A	635.1	17	1
GI_22035603-I	127.7	3.6	0.88387097
GI_22035607-I	129.4	5.9	0.90451613
GI_22035608-A	134.3	4.6	0.95741935
GI_22035610-I	127.6	4.4	0.88387097
GI_22035611-A	353.6	12.1	1
GI_22035611-I	115	4.5	0.57032258
GI_22035613-I	200.2	7.2	0.99870968
GI_22035615-A	109.6	3.9	0.39612903
GI_22035617-S	505.1	12.9	1
GI_22035621-A	138.3	6.4	0.97290323
GI_22035623-S	393.7	14.9	1
GI_22035625-S	481.1	12.7	1
GI_22035626-S	114.9	3.8	0.56645161
GI_22035627-S	490.8	12.3	1
GI_22035628-A	117.6	6.7	0.6516129
GI_22035630-I	129	4.7	0.89935484
GI_22035632-I	152.9	5.9	0.99741935
GI_22035633-I	107.2	4	0.31354839
GI_22035635-I	108.8	4.2	0.36774194
GI_22035637-A	379.1	9.7	1
GI_22035639-S	754.1	22.2	1
GI_22035640-S	3025.5	76.1	1
GI_22035645-A	126.9	6.6	0.87741935
GI_22035647-I	124.4	5.1	0.83612903
GI_22035651-I	112.3	4.5	0.47354839
GI_22035652-I	106.9	3.6	0.30580645
GI_22035654-A	142.4	5.5	0.98322581
GI_22035654-I	133.1	7.3	0.95096774
GI_22035658-A	118	5.1	0.66451613
GI_22035658-I	115.7	5.3	0.60774194
GI_22035660-S	113.8	5.6	0.53290323
GI_22035661-I	122.3	4.9	0.78064516
GI_22035662-A	131.9	6.4	0.94580645
GI_22035662-I	106.4	5.5	0.29032258
GI_22035664-S	204.5	8.2	0.99870968
GI_22035666-S	423.8	12.6	1
GI_22035667-I	112.7	4.4	0.48516129
GI_22035669-A	197.3	8.3	0.99870968
GI_22035669-I	106.8	5.4	0.30064516
GI_22035671-I	99.7	4.2	0.11096774
GI_22035675-S	1019.4	18.6	1
GI_22035676-I	196.1	5.5	0.99870968
GI_22035678-A	626.3	14.2	1
GI_22035680-A	132.5	5.9	0.94709677
GI_22035680-I	111	2.9	0.43612903
GI_22035681-I	140.9	9.7	0.98193548
GI_22035683-S	142.2	4.9	0.98322581
GI_22035684-S	110.5	5.2	0.42322581
GI_22035685-S	264.9	8.8	1
GI_22035686-S	127.3	7.1	0.88258065
GI_22035688-S	429.1	14.6	1
GI_22035689-S	107.8	5	0.3316129
GI_22035691-A	114.3	5.2	0.54580645
GI_22035699-A	333.7	11.4	1
GI_22035699-I	93.9	3.5	0.04258065
GI_22035701-S	102.7	3.8	0.18322581
GI_22040879-S	108.4	5.5	0.35225806
GI_22041538-S	86	4.3	0.00387097
GI_22041854-S	161.2	5.5	0.99870968
GI_22042061-S	99.4	5.1	0.10580645
GI_22042087-S	12568	196.2	1
GI_22042250-S	136.5	4.4	0.96903226
GI_22042868-S	122.2	8.4	0.77806452
GI_22042949-S	176.1	6.5	0.99870968
GI_22043462-S	108.3	4.7	0.34967742
GI_22044796-S	117.5	5.5	0.64645161
GI_22045019-S	112.5	5.5	0.47612903
GI_22046514-S	93.3	4	0.03612903
GI_22047129-S	114.7	4.9	0.55870968
GI_22047411-S	118.5	5.6	0.68516129
GI_22047801-S	107.5	3.7	0.31870968
GI_22049288-S	170	5.1	0.99870968
GI_22049345-S	117.8	6.4	0.65935484
GI_22049497-S	140	6.9	0.98064516
GI_22049632-S	112.7	4.3	0.48516129
GI_22050438-S	394.6	10.4	1
GI_22050996-S	386.5	7.5	1
GI_22051590-S	110.1	4.3	0.41032258
GI_22053417-S	155	5	0.99741935
GI_22053572-S	172.3	5.9	0.99870968
GI_22053647-S	131.7	5.3	0.94322581
GI_22054253-S	104.4	3.4	0.23096774
GI_22054273-S	117.9	5.1	0.66451613
GI_22054302-S	130.1	5.3	0.92387097
GI_22054399-S	138.1	5.1	0.97290323
