TargetID	AVG_Signal-H9 hES cells repl3	BEAD_STDEV-H9 hES cells repl3	Detection-H9 hES cells repl3
GI_10863884-S	107.9	4.7	0.33290323
GI_10863902-S	1173.6	24.9	1
GI_10863904-S	279.7	6	1
GI_10863908-S	576.5	15.6	1
GI_10863910-S	180.5	8.4	0.99870968
GI_10863912-S	115.3	5.7	0.58580645
GI_10863920-S	209.8	5.4	0.99870968
GI_10863922-S	1462.3	29.1	1
GI_10863934-S	212	6	1
GI_10863940-S	98.9	3.7	0.10064516
GI_10863942-S	382.5	9.4	1
GI_10863946-S	468.6	9.6	1
GI_10863950-S	249.4	8.1	1
GI_10863968-S	111.2	4.4	0.44129032
GI_10863972-S	128.1	5.7	0.89032258
GI_10863974-S	117.7	5.8	0.65548387
GI_10863982-S	113.8	3.8	0.53290323
GI_10863984-S	424.5	9.9	1
GI_10863992-S	105.9	5.4	0.26709677
GI_10863994-S	648.1	17.5	1
GI_10863996-S	512	11.1	1
GI_10863998-S	118.2	4.9	0.67096774
GI_10864008-I	756.7	14.2	1
GI_10864010-S	146.2	6	0.98967742
GI_10864012-S	170.8	4.7	0.99870968
GI_10864016-S	763.6	15.1	1
GI_10864018-S	123.6	4.6	0.81290323
GI_10864022-S	707.4	16.8	1
GI_10864024-S	1085.2	25.5	1
GI_10864026-S	494.6	13.1	1
GI_10864030-S	985.3	27.8	1
GI_10864032-S	135.2	7.9	0.96645161
GI_10864034-S	117.4	4.7	0.64516129
GI_10864036-S	103.1	5.2	0.19483871
GI_10864040-A	330.6	9.2	1
GI_10864040-I	358.6	11	1
GI_10864042-S	96.4	4.4	0.06451613
GI_10864046-S	223.9	6.7	1
GI_10864048-S	2351.1	54.2	1
GI_10864054-S	127	5.1	0.87741935
GI_10864056-S	114.8	5.5	0.56516129
GI_10864062-S	273	8.6	1
GI_10864068-S	220.2	6.8	1
GI_10864076-S	174.7	7.6	0.99870968
GI_10864080-S	100.9	3.3	0.13806452
GI_10864649-S	524.7	16.7	1
GI_10880123-A	239.7	6.3	1
GI_10880124-S	100.7	4.9	0.13677419
GI_10880125-S	114.1	5.6	0.53935484
GI_10880133-A	107.9	8.4	0.3316129
GI_10880974-S	327	11.6	1
GI_10880978-S	98.1	4.6	0.09032258
GI_10880984-S	104	3	0.22064516
GI_10938004-S	107.8	4.4	0.3316129
GI_10938005-S	207.4	7.3	0.99870968
GI_10938006-I	109.6	4.3	0.39612903
GI_10938009-A	389.9	10.7	1
GI_10938011-S	115.6	5.4	0.60258065
GI_10938012-S	311.7	8.6	1
GI_10938013-S	4401.6	118.5	1
GI_10938017-S	1403.4	28.2	1
GI_10938018-S	126.5	6	0.87225806
GI_10938019-S	114.1	5.5	0.53935484
GI_10938020-S	114.9	4.4	0.56774194
GI_10938021-S	1922.4	38.9	1
GI_10938022-S	108.2	4.8	0.34322581
GI_10947028-S	143.8	6.1	0.98580645
GI_10947029-S	108.1	3.8	0.33677419
GI_10947030-S	4080.5	118.3	1
GI_10947032-S	943	22.6	1
GI_10947033-S	1569.5	35.6	1
GI_10947034-S	314.8	10.4	1
GI_10947049-A	87	3.2	0.01032258
GI_10947051-I	129.2	4.5	0.90322581
GI_10947053-A	202.1	5.8	0.99870968
GI_10947058-S	1031.9	25.5	1
GI_10947059-I	106.1	6.9	0.27483871
GI_10947062-S	114.5	5.8	0.55096774
GI_10947110-S	254.9	6.9	1
GI_10947121-I	109.2	4.6	0.38193548
GI_10947123-A	112	6.2	0.46322581
GI_10947125-S	579.7	18.4	1
GI_10947128-A	119.2	5	0.70064516
GI_10947130-I	144.3	6.2	0.9883871
GI_10947134-S	2603.8	63.6	1
GI_10947138-S	116.2	5.3	0.61548387
GI_11024640-S	98.9	3.4	0.09935484
GI_11024646-S	109.1	5.2	0.37935484
GI_11024685-S	723.8	17.3	1
GI_11024693-S	234.3	6.9	1
GI_11024697-S	1759.6	58	1
GI_11024703-S	514.8	11.9	1
GI_11024711-S	119.8	6.4	0.72
GI_11034818-S	161.9	5.6	0.99870968
GI_11034834-I	215.4	7.6	1
GI_11034854-S	552.2	13.1	1
GI_11036631-S	114.6	5.7	0.55354839
GI_11036639-S	684.5	19.8	1
GI_11036645-S	2590.6	60	1
GI_11036647-S	119.5	6.4	0.71096774
GI_11036649-S	103.9	4.5	0.22064516
GI_11036657-S	116	4.4	0.61290323
GI_11036659-S	100.7	4.5	0.13677419
GI_11037054-S	214.2	8.7	1
GI_11037056-S	251.5	10.8	1
GI_11037060-A	1305.1	39.9	1
GI_11037060-I	110.7	5.4	0.4283871
GI_11037062-S	328.2	9	1
GI_11037064-S	229.6	10.5	1
GI_11038618-S	11620	239.4	1
GI_11038619-A	119.4	7	0.70709677
GI_11038623-S	488.3	15.2	1
GI_11038625-S	116.8	6.1	0.63096774
GI_11038626-I	92.4	3.2	0.02967742
GI_11038629-I	121.4	4	0.76258065
GI_11038636-I	104.6	5.7	0.23225806
GI_11038638-I	225.7	5.4	1
GI_11038640-A	301.4	8	1
GI_11038640-I	137	5.3	0.97032258
GI_11038642-A	5932.7	169.3	1
GI_11038644-I	3148	72.6	1
GI_11038645-S	919.2	19.5	1
GI_11038647-S	1421	31.7	1
GI_11038650-S	1216.3	33	1
GI_11038651-S	2186	83.7	1
GI_11038652-S	108.7	5.1	0.36129032
GI_11038653-S	145	4.6	0.9883871
GI_11038658-A	140.3	7.1	0.98064516
GI_11038661-S	107	3.7	0.30967742
GI_11038670-S	2402.5	57.7	1
GI_11038671-A	106.5	5.5	0.29290323
GI_11038673-I	117.6	6.3	0.64774194
GI_11038675-A	123.6	5.3	0.81290323
GI_11055991-S	1017.8	25.9	1
GI_11055993-S	317.1	6.6	1
GI_11055995-S	96.5	4	0.06580645
GI_11056001-S	123.4	4.5	0.81032258
GI_11056007-S	109.8	5.4	0.40129032
GI_11056009-S	254.2	8.5	1
GI_11056011-S	128.2	4.4	0.89032258
GI_11056017-S	385.2	9	1
GI_11056035-S	1059.3	29.6	1
GI_11056051-S	122.7	5.4	0.78709677
GI_11056053-S	181.7	6.3	0.99870968
GI_11056055-I	207.4	8.4	0.99870968
GI_11063982-S	509.5	17.2	1
GI_11067750-S	108.9	4.2	0.3716129
GI_11068002-S	215.8	9.4	1
GI_11068140-S	106.8	4.4	0.30064516
GI_11072092-I	2519.3	60.6	1
GI_11072100-S	409	12.9	1
GI_11079227-S	2861.1	64.9	1
GI_11079650-S	127.2	7.4	0.88129032
GI_11095446-S	125.5	5.2	0.85548387
GI_11096339-S	1089.7	35.2	1
GI_11119413-S	164.2	6.4	0.99870968
GI_11119427-S	599	12.8	1
GI_11119429-S	116.9	6.3	0.63096774
GI_11120735-S	111.7	5.2	0.45419355
GI_11120737-S	130.3	4.1	0.9316129
GI_11125767-S	816.7	22.5	1
GI_11125769-S	2182	52.9	1
GI_11125771-S	212.4	6.2	1
GI_11125773-S	212	7.5	1
GI_11125774-S	102.4	4.3	0.1716129
GI_11128014-S	119.1	5.9	0.69806452
GI_11128020-S	124.7	6.2	0.84
GI_11136625-S	115.7	3.4	0.60645161
GI_11138122-S	119.3	4.4	0.70322581
GI_11140810-S	886.3	24.4	1
GI_11140814-S	119	4.9	0.69419355
GI_11141874-S	104.3	5.1	0.22322581
GI_11141876-S	332.1	8.6	1
GI_11141882-S	120.6	5	0.74580645
GI_11141886-S	148	7.3	0.99225806
GI_11141890-S	121.3	4.4	0.76129032
GI_11141892-S	804.3	22	1
GI_11141898-S	1906.5	54.9	1
GI_11141904-S	116.8	4.8	0.63096774
GI_11181769-I	102.4	3.7	0.16903226
GI_11184225-S	260.8	8.7	1
GI_11184232-S	127.3	8.1	0.88258065
GI_11184237-S	106.5	6.2	0.2916129
GI_11225606-S	127.5	4.9	0.88258065
GI_11225608-S	143.7	6.2	0.98451613
GI_11231178-A	115.2	7.7	0.58580645
GI_11231178-I	99.7	3.3	0.11096774
GI_11276084-S	121	4.2	0.75483871
GI_11277467-I	1517.9	34.6	1
GI_11277469-A	3485.7	80.4	1
GI_11321560-S	137	6.2	0.9716129
GI_11321570-S	96.9	3.3	0.07225806
GI_11321574-S	129.7	7.2	0.91225806
GI_11321578-S	146.1	5.6	0.98967742
GI_11321580-S	1068.3	24.4	1
GI_11321582-S	946.4	20.9	1
GI_11321586-S	110.3	3.7	0.41548387
GI_11321592-S	121.3	5	0.76129032
GI_11321594-S	121.6	5.7	0.76516129
GI_11321596-S	144.8	4.6	0.9883871
GI_11321604-S	1125	25.1	1
GI_11321616-S	765	15.7	1
GI_11321627-S	107.5	3	0.31870968
GI_11321629-S	257.7	6.3	1
GI_11321633-S	91.5	3.1	0.02322581
GI_11321635-S	111.6	6.2	0.45290323
GI_11321641-S	257.8	7.4	1
GI_11342663-S	132.1	6.7	0.94580645
GI_11342665-S	139.8	7.8	0.97806452
GI_11342671-S	123	4.1	0.79354839
GI_11345453-S	682.9	17.2	1
GI_11345457-S	153.6	6.3	0.99741935
GI_11345459-S	427	11.7	1
GI_11345461-S	470.2	15.5	1
GI_11345471-S	364.3	11.5	1
GI_11345479-S	1242.5	33.6	1
GI_11345483-S	257.2	5.8	1
GI_11345485-S	239.1	5.2	1
GI_11345491-S	147	6.8	0.99096774
GI_11386138-S	253.2	6.8	1
GI_11386142-S	101.3	4.3	0.14580645
GI_11386146-S	1574.8	33.9	1
GI_11386152-S	135	6.7	0.96387097
GI_11386154-S	116.6	5.3	0.62709677
GI_11386156-S	173.7	6.5	0.99870968
GI_11386170-S	136.2	5.7	0.96903226
GI_11386172-S	120.1	7.5	0.7316129
GI_11386174-A	1679.3	34.5	1
GI_11386184-S	2449.8	49.4	1
GI_11386190-S	1942.9	41	1
GI_11386194-S	119.8	5.5	0.72
GI_11386196-S	114.2	4.6	0.54451613
GI_11386198-S	188	5	0.99870968
GI_11386200-S	381.6	15.5	1
GI_11415027-S	114.1	6.4	0.53935484
GI_11415031-S	108.5	4.8	0.35612903
GI_11415033-S	117	5.3	0.63354839
GI_11415035-S	267.5	6.1	1
GI_11415045-S	138.8	5.5	0.97290323
GI_11496238-S	815.6	19.6	1
GI_11496266-S	127.4	4.2	0.88258065
GI_11496268-S	581.2	15.9	1
GI_11496272-S	296.2	7.3	1
GI_11496274-S	135.9	7.5	0.96774194
GI_11496280-S	109.7	5.6	0.4
GI_11496282-S	264	7.8	1
GI_11496880-S	1386.6	36.1	1
GI_11496883-S	123.7	5.7	0.81806452
GI_11496886-S	116.7	4.9	0.62967742
GI_11496888-S	124.8	5	0.84258065
GI_11496889-S	101.5	4.9	0.1483871
GI_11496890-S	1030.3	24.9	1
GI_11496969-S	90.3	4.1	0.01419355
GI_11496970-A	141.3	6.3	0.98193548
GI_11496977-S	674.9	15.7	1
GI_11496979-S	365.1	10.3	1
GI_11496980-A	128.6	5.6	0.89548387
GI_11496980-I	112.9	7.8	0.49806452
GI_11496981-I	126.1	7.9	0.86709677
GI_11496985-S	136.2	7.9	0.96903226
GI_11496986-S	106.4	4.1	0.28903226
GI_11496987-S	125.3	5	0.8516129
GI_11496988-S	272.6	9.6	1
GI_11496989-S	13475.7	361.8	1
GI_11496990-S	122.2	5.6	0.77806452
GI_11496991-S	674	15.8	1
GI_11496992-S	205.1	5.8	0.99870968
GI_11496993-A	114.8	4.4	0.56516129
GI_11496993-I	114	4.6	0.53677419
GI_11496997-A	151.9	5.9	0.99741935
GI_11496999-A	143.3	6.3	0.98451613
GI_11496999-I	115.2	4.4	0.58451613
GI_11497001-S	418.6	12.6	1
GI_11497005-A	298.4	11.4	1
GI_11497600-I	129	5.1	0.89935484
GI_11497602-A	102.6	3.8	0.18064516
GI_11497606-S	91.8	3.5	0.02451613
GI_11497611-A	460.2	12.3	1
GI_11497611-I	92.4	3.9	0.02967742
GI_11545742-S	2222.3	43.8	1
GI_11545750-S	102.7	4.1	0.18322581
GI_11545752-S	114.3	4.6	0.54580645
GI_11545756-S	112.5	5.1	0.47612903
GI_11545760-S	115.4	4.3	0.5883871
GI_11545764-S	354.6	9.9	1
GI_11545766-S	268.8	8.6	1
GI_11545768-S	146.3	5.3	0.98967742
GI_11545770-S	184.1	7.7	0.99870968
GI_11545792-S	778.8	18.3	1
GI_11545796-A	133.8	5.4	0.95612903
GI_11545800-S	1485.2	26.9	1
GI_11545810-S	124.4	5	0.83483871
GI_11545816-S	123.7	4	0.81806452
GI_11545826-S	116.5	3.8	0.62322581
GI_11545834-S	365.4	9.9	1
GI_11545840-S	107.6	3.5	0.32258065
GI_11545844-S	113.7	3.6	0.52903226
GI_11545846-I	116.6	4.4	0.6283871
GI_11545852-S	119.6	5.5	0.71225806
GI_11545854-S	158.1	6.1	0.99870968
GI_11545856-S	154.9	5.9	0.99741935
GI_11545860-S	112.5	4.1	0.47612903
GI_11545866-S	94.7	4.1	0.04774194
GI_11545882-S	110.2	3.5	0.41290323
GI_11545886-S	107.8	5.9	0.33032258
GI_11545889-S	113.9	5.4	0.53548387
GI_11545911-S	125.6	5.6	0.85806452
GI_11545913-S	251.8	8.9	1
GI_11545917-S	101.3	4.3	0.14322581
GI_11545919-S	198.8	6.2	0.99870968
GI_11545925-S	118.9	4.3	0.69419355
GI_11559922-I	248.6	8.9	1
GI_11559926-S	1695.1	38.6	1
GI_11560140-S	195.5	9.5	0.99870968
GI_11612654-S	129.8	5.5	0.91741935
GI_11612658-S	125.5	4.9	0.85806452
GI_11612673-I	118.6	4.5	0.68516129
GI_11612675-A	103	5.2	0.19483871
GI_11641230-S	124.6	5.1	0.83741935
GI_11641236-S	157.4	6.5	0.99870968
GI_11641238-S	381.4	10.1	1
GI_11641240-S	124.2	4.8	0.82709677
GI_11641242-S	247.3	9.2	1
GI_11641254-S	128.3	5.4	0.89032258
GI_11641260-S	989.4	31.8	1
GI_11641264-S	398.3	9	1
GI_11641266-S	121.3	4.8	0.76129032
GI_11641268-S	132.2	5.9	0.94580645
GI_11641272-S	110.1	5	0.41032258
GI_11641288-S	820.6	21.3	1
GI_11641302-S	163.1	5.6	0.99870968
GI_11641403-S	1294.4	33.3	1
GI_11641404-S	114.2	3.9	0.54451613
GI_11641410-A	617.2	16	1
GI_11641414-I	124.9	5.7	0.84387097
GI_11641417-S	116.5	4.4	0.62322581
GI_11641418-S	154.5	6.5	0.99741935
GI_11641419-S	108.8	5.1	0.36516129
GI_11641422-A	1013.9	23.8	1
GI_11641426-S	117	5.1	0.63354839
GI_11761614-A	330.1	10.5	1
GI_11761614-I	98.9	4.7	0.10064516
GI_11761618-I	111.4	5	0.44645161
GI_11761620-A	314.8	10.7	1
GI_11761622-I	137.7	5.5	0.97290323
GI_11761623-A	351.9	8.7	1
GI_11761623-I	416	10.9	1
GI_11761625-I	188.7	7	0.99870968
GI_11761627-I	106.9	3.7	0.3083871
GI_11761628-A	112	4.8	0.46451613
GI_11761628-I	92.5	3.1	0.03096774
GI_11761630-S	110.6	3.4	0.42709677
GI_11761632-I	119.3	6.5	0.70580645
GI_11761634-A	105	5	0.23741935
GI_11761634-I	104	4.9	0.22064516
GI_11761636-S	113.1	4.9	0.5083871
GI_11761637-S	123.2	6	0.8
GI_11863127-A	554.4	15.2	1
GI_11863129-I	151.1	6.2	0.99612903
GI_11863131-A	110.2	4.3	0.41548387
GI_11863131-I	107	3.9	0.30967742
GI_11863151-S	455.9	14.7	1
GI_11863155-S	195.1	6.8	0.99870968
GI_11863157-S	1924.6	42.5	1
GI_11863158-S	1357.9	32.9	1
GI_11863160-A	674.9	20.8	1
GI_11863164-S	735.3	17.3	1
GI_11967980-S	104.7	4.1	0.23354839
GI_11967986-S	285.7	9.8	1
GI_11968022-S	463.2	12.6	1
GI_11968026-S	630.3	20.3	1
GI_11968040-S	204.9	5.7	0.99870968
GI_11968044-S	1536.9	26.8	1
GI_11968046-S	1377.6	33	1
GI_11968048-S	436.8	12.2	1
GI_11968050-S	203.3	5.7	0.99870968
GI_11968052-S	969.6	24.3	1
GI_11968151-S	117.8	5.4	0.65806452
GI_11968153-S	103.3	3.8	0.20387097
GI_11991659-S	96.2	4.6	0.06322581
GI_11993934-S	121	4.6	0.75483871
GI_11993942-S	780.7	20.5	1
GI_11995467-S	294.6	8	1
GI_11995473-S	116.5	4.2	0.62451613
GI_12007645-S	120.7	4.5	0.74967742
GI_12007649-S	101.1	5.8	0.14322581
GI_12025664-S	2240.3	80.4	1
GI_12025666-S	120	4.7	0.72903226
GI_12025669-S	505.3	15.9	1
GI_12025672-A	228.4	7	1
GI_12056462-S	2747.1	62.4	1
GI_12056464-S	5362.6	130.2	1
GI_12056466-S	91.7	4.2	0.02322581
GI_12056467-A	346.4	9.1	1
GI_12056469-S	142.9	6.1	0.98451613
GI_12056470-S	134.6	8.6	0.96129032
GI_12056472-S	1217.8	32.2	1
GI_12056477-S	165.4	5.3	0.99870968
GI_12056478-I	111.8	5.2	0.45548387
GI_12056480-A	147.7	7.6	0.99225806
GI_12056480-I	100.3	5.3	0.12516129
GI_12056481-S	143.7	5.9	0.98451613
GI_12056483-S	225.9	5.8	1
GI_12056970-S	1716.8	41.8	1
GI_12056972-S	117.6	6.6	0.64903226
GI_12056974-S	92.7	3.7	0.03225806
GI_12225239-S	117.6	6.2	0.64774194
GI_12232372-S	747.6	16.5	1
GI_12232384-S	1046.7	24.3	1
GI_12232386-S	4508.2	95.1	1
GI_12232388-S	951.7	18	1
GI_12232392-S	992.3	29.5	1
GI_12232394-S	153.1	5.9	0.99741935
GI_12232400-S	876	23.4	1
GI_12232402-S	1334.3	24.8	1
GI_12232406-S	127.2	4.6	0.88258065
GI_12232412-S	116	5.7	0.61290323
GI_12232414-S	183.5	6.9	0.99870968
GI_12232418-S	475.2	12.8	1
GI_12232428-S	716.1	20.3	1
GI_12232430-S	194.7	10.5	0.99870968
GI_12232436-S	365.2	10.1	1
GI_12232446-S	694.6	16.7	1
GI_12232454-S	107.4	4.8	0.31741935
GI_12232456-S	257.9	7.2	1
GI_12232462-S	105.9	4.3	0.26967742
GI_12232472-S	163	7.1	0.99870968
GI_12232474-S	105.4	5.2	0.24645161
GI_12232478-S	1907.3	37.9	1
GI_12383050-S	168.1	9.5	0.99870968
GI_12383052-S	361.2	6.6	1
GI_12383057-S	122.2	6.4	0.77806452
GI_12383061-S	1658.8	34.1	1
GI_12383063-S	187.1	7.5	0.99870968
GI_12383065-S	456.1	12.3	1
GI_12383073-S	953.1	21.3	1
GI_12383075-S	702.3	12.8	1
GI_12383083-S	112.1	4.7	0.46580645
GI_12383091-S	191.6	4.7	0.99870968
GI_12408637-A	88.1	3.4	0.01290323
GI_12408641-S	1696	53.6	1
GI_12408642-S	341.1	12.1	1
GI_12408643-A	304.9	9.4	1
GI_12408644-S	286.3	10.1	1
GI_12408645-S	2206.9	52.8	1
GI_12408650-S	3063.4	67.9	1
GI_12408653-S	429	11.6	1
GI_12408655-S	842.9	20.3	1
GI_12408657-A	219.5	7.7	1
GI_12408659-I	296.5	12.4	1
GI_12408664-A	130	4.9	0.92129032
GI_12408674-S	4873.3	106.7	1
GI_12408676-S	213.2	6.9	1
GI_12545377-A	131.4	4.9	0.94064516
GI_12545379-S	111.4	3.9	0.44774194
GI_12545383-S	102.8	4.1	0.1883871
GI_12545386-S	101.3	4.1	0.14580645
GI_12545388-S	415.5	9.1	1
GI_12545394-I	113.3	3.8	0.51354839
GI_12545396-I	206.7	8.6	0.99870968
GI_12545398-S	100	5.1	0.11741935
GI_12545399-S	203.8	9.3	0.99870968
GI_12545400-A	143.5	5.2	0.98451613
GI_12545401-I	123.8	6.4	0.81935484
GI_12545403-S	407.1	9.5	1
GI_12545405-A	717.5	19.5	1
GI_12545405-I	117.6	4.5	0.64774194
GI_12545407-S	132.2	5.1	0.94709677
GI_12548775-S	114.1	4.1	0.54064516
GI_12548784-I	110.8	5.8	0.43096774
GI_12597621-S	442.3	10.2	1
GI_12597624-S	388.4	8.3	1
GI_12597630-S	343.8	10.4	1
GI_12597640-S	103.1	3.2	0.19612903
GI_12597648-S	130.3	4.6	0.92903226
GI_12597650-S	120.4	4.3	0.73935484
GI_12597652-S	1125.2	30	1
GI_12597656-S	209.8	5.6	0.99870968
GI_12597658-S	2300	48.5	1
GI_12621915-S	101.4	4	0.14709677
GI_12621916-S	118.5	5.3	0.68
GI_12621917-S	105.8	3.5	0.26709677
GI_12621918-S	145.9	5.8	0.98967742
GI_12669906-S	519.3	10.4	1
GI_12669908-I	111.9	5.4	0.45935484
GI_12669910-S	223.3	6.7	1
GI_12669913-S	1559.9	44.6	1
GI_12669916-S	684.6	20.4	1
GI_12707557-I	103.2	4.4	0.2
GI_12707559-A	117.5	5.1	0.64645161
GI_12707560-A	110.9	4.1	0.43483871
GI_12707561-I	215.3	7.8	1
GI_12707563-S	123.1	5.2	0.79483871
GI_12707564-I	134	5.4	0.95612903
GI_12707565-S	149	5.1	0.99225806
GI_12707569-S	3454.8	60.9	1
GI_12707571-A	143.9	5.1	0.9883871
GI_12707573-S	111.5	5	0.44903226
GI_12707574-S	124.1	5.6	0.82451613
GI_12707576-A	107.8	4.4	0.32903226
GI_12707578-I	105.9	4.2	0.2683871
GI_12707579-S	110.2	3.5	0.4116129
GI_12711659-S	235.5	7.2	1
GI_12711661-S	114.5	5.1	0.54967742
GI_12711669-S	197.4	5.5	0.99870968
GI_12711681-S	143.8	6.4	0.98580645
GI_12718865-S	131.8	7.3	0.94451613
GI_12719454-A	108.9	4.5	0.37032258
GI_12738830-S	113.9	5.2	0.53419355
GI_12738833-S	90.4	3.2	0.01548387
GI_12746589-I	112.9	5.5	0.49935484
GI_12751474-S	815.5	21.7	1
GI_12751478-S	130.7	4.1	0.93419355
GI_12751480-S	296.5	9	1
GI_12751490-S	446.4	12.7	1
GI_12751492-S	1302.2	39.5	1
GI_12751496-S	864.8	18.3	1
GI_12957487-S	115.1	3.9	0.57935484
GI_12963480-S	694.1	13.2	1
