TargetID	AVG_Signal-H9 hES cells repl1	BEAD_STDEV-H9 hES cells repl1	Detection-H9 hES cells repl1
GI_18641367-I	147.1	8	0.76387097
GI_18641369-I	158.1	6.6	0.91225806
GI_18641371-S	142.7	6.9	0.67096774
GI_18641372-S	151.3	8	0.83354839
GI_18641376-S	247.5	8.5	1
GI_18641377-S	148.4	5.6	0.78967742
GI_18641378-S	150.2	6	0.82322581
GI_18644731-A	145.7	5.7	0.73806452
GI_18644735-I	116.8	7.1	0.07225806
GI_18644884-S	510.2	14.8	1
GI_18677727-S	179.1	6.9	0.99354839
GI_18677732-S	121.3	5.4	0.12645161
GI_18677736-S	160	5.8	0.93419355
GI_18677769-S	168.1	7.6	0.9716129
GI_18699719-S	331.5	11.4	1
GI_18699721-S	280.4	10.9	1
GI_18699723-S	1727.8	36.8	1
GI_18699731-A	1236	33.9	1
GI_18702322-S	148.2	6.7	0.78580645
GI_18702326-S	148.8	8.5	0.79612903
GI_18702328-S	118.4	5.6	0.09032258
GI_18702330-S	167.7	6.1	0.96774194
GI_18702332-S	154.1	7.4	0.86064516
GI_18765691-S	273.3	13.9	1
GI_18765693-S	202.2	9	0.99870968
GI_18765695-A	144.3	7.7	0.71483871
GI_18765695-I	136.6	5.3	0.49806452
GI_18765697-I	147.5	7	0.77419355
GI_18765699-I	140.7	11	0.62193548
GI_18765701-A	160.8	8.9	0.94064516
GI_18765701-I	133.9	6.6	0.42193548
GI_18765703-A	130.4	6.4	0.31870968
GI_18765704-I	152.2	6	0.84387097
GI_18765706-I	168.1	6	0.9716129
GI_18765710-S	860.2	32.4	1
GI_18765712-S	1916	40	1
GI_18765714-S	162.4	6.6	0.9483871
GI_18765719-S	181.3	7.2	0.99612903
GI_18765720-S	126.1	5.1	0.21935484
GI_18765721-S	220.7	8.1	0.99870968
GI_18765724-S	775.2	23.1	1
GI_18765726-S	129.5	6.3	0.29677419
GI_18765728-I	429.7	14.5	1
GI_18765730-A	557.2	23.7	1
GI_18765734-A	173	5.8	0.98709677
GI_18765736-S	635	15.5	1
GI_18765737-A	1870.7	86	1
GI_18765738-I	233.3	8.3	0.99870968
GI_18765740-S	122	6.7	0.14064516
GI_18765742-S	485.3	11	1
GI_18765743-S	138	8.8	0.54322581
GI_18765747-A	232.6	10.6	0.99870968
GI_18765747-I	155.2	15.8	0.87741935
GI_18765749-I	132.9	5.9	0.39225806
GI_18765751-I	141.3	7.3	0.63483871
GI_18765755-A	1020.5	22.4	1
GI_18780268-S	137.9	6.7	0.54193548
GI_18780272-S	130.7	5.6	0.32774194
GI_18780284-A	130.7	6.6	0.32774194
GI_18860830-A	589.2	16.8	1
GI_18860850-A	885.2	24.1	1
GI_18860852-I	176.3	8.7	0.9883871
GI_18860854-I	159.9	8.7	0.93419355
GI_18860861-I	131	6.8	0.33548387
GI_18860869-A	289.6	9.1	1
GI_18860883-I	141.5	9.3	0.64129032
GI_18860887-A	264.1	8.6	1
GI_18860887-I	160.8	10	0.94064516
GI_18860893-A	140.1	10	0.60774194
GI_18860895-A	621.1	17.8	1
GI_18860897-S	261.1	8.2	1
GI_18860899-S	138.4	7.2	0.55096774
GI_18860901-S	396.7	11.5	1
GI_18860903-S	159.4	7.7	0.92903226
GI_18860905-S	129.8	5.2	0.30709677
GI_18860906-S	275	17.9	1
GI_18860908-S	210.6	8.8	0.99870968
GI_18860909-A	496.2	13.7	1
GI_18860911-I	212.7	8.3	0.99870968
GI_18860912-S	1221.6	37.6	1
GI_18860913-S	335.3	12.9	1
GI_18860914-S	163.5	7.4	0.95354839
GI_18860915-S	1622.8	42.9	1
GI_18860917-S	319.2	9	1
GI_18860919-S	219.8	8.6	0.99870968
GI_18874095-S	447.2	9.8	1
GI_18874098-S	832.1	28.9	1
GI_18921092-S	163	16.2	0.94967742
GI_18959199-S	153.3	7.8	0.85290323
GI_18959203-S	112.4	4.1	0.03741935
GI_18959211-S	133.5	5.3	0.40645161
GI_19071572-S	139.3	7.1	0.57548387
GI_19111149-S	2861.5	96.9	1
GI_19115953-S	143.8	7	0.69806452
GI_19115957-A	1352.6	27.6	1
GI_19115957-I	140.2	6.3	0.61290323
GI_19115959-S	244.9	10.5	1
GI_19115963-S	153.3	5	0.85290323
GI_19224662-S	112.3	4.8	0.03741935
GI_19263339-S	1331.7	33.3	1
GI_19263342-S	288.4	9.1	1
GI_19263344-S	278.5	7.3	1
GI_19263346-S	121.7	6.8	0.13548387
GI_19311005-S	535.2	43.5	1
GI_19311007-A	507.4	13.9	1
GI_19311007-I	153.4	6.9	0.85290323
GI_19311011-S	4179.9	129.8	1
GI_19387843-I	170.9	7.6	0.98064516
GI_19387853-S	152.5	5.6	0.84903226
GI_19424121-S	142.3	6.2	0.65806452
GI_19424127-S	141	5.6	0.6283871
GI_19424129-S	152.6	8.6	0.84903226
GI_19424131-S	121.7	5	0.13677419
GI_19482155-A	280.3	7.1	1
GI_19482155-I	218.7	8.1	0.99870968
GI_19482173-S	651.5	19.5	1
GI_19525732-S	388.1	10.8	1
GI_19525734-S	177.7	7.2	0.99096774
GI_19525736-S	173.9	9	0.9883871
GI_19526470-S	1123.8	28.2	1
GI_19526752-I	116.6	7.7	0.07225806
GI_19526766-I	304.9	12.3	1
GI_19528648-I	111.1	5.5	0.0283871
GI_19528651-A	351.4	12.4	1
GI_19528651-I	116.4	6.5	0.07096774
GI_19528653-I	1053.9	26	1
GI_19528654-A	1104.7	28	1
GI_19528662-A	327.5	15.5	1
GI_19549324-S	184.4	6.9	0.99741935
GI_19549332-S	663.8	16.4	1
GI_19557632-I	147.6	4.4	0.77548387
GI_19557635-A	1756.1	52.3	1
GI_19557639-I	149.9	6.9	0.8116129
GI_19557644-S	172.2	8.1	0.98451613
GI_19557649-S	147.4	6.8	0.7716129
GI_19557652-S	173.7	7.5	0.9883871
GI_19557655-S	167.7	9.1	0.96903226
GI_19557676-S	1577.4	49	1
GI_19557683-S	506.7	10.1	1
GI_19557686-S	566.1	13.1	1
GI_19593984-S	2027.2	36.2	1
GI_19705425-S	1510.6	45.3	1
GI_19718730-I	564.6	10.6	1
GI_19718733-S	128.8	5.5	0.28387097
GI_19718735-S	152.6	6.8	0.84903226
GI_19718736-S	141.9	6.2	0.65419355
GI_19718744-I	141.7	6.2	0.64516129
GI_19718745-A	1410.9	40.7	1
GI_19718745-I	128.6	5.8	0.27354839
GI_19718747-A	317.4	11.2	1
GI_19718747-I	127.7	5	0.25419355
GI_19718748-I	326.2	6.4	1
GI_19718750-A	1530.6	38.5	1
GI_19718750-I	554.6	20.4	1
GI_19718752-S	633.6	19.8	1
GI_19718753-A	178.2	6.4	0.99096774
GI_19718753-I	160.5	10.2	0.93677419
GI_19718756-S	870.3	22.4	1
GI_19718758-A	170.4	6.6	0.97935484
GI_19718761-A	1138.9	35.3	1
GI_19718763-I	145.9	5.7	0.74193548
GI_19718770-S	163	7.5	0.94967742
GI_19718771-A	1977	43.3	1
GI_19718773-I	157.5	7.7	0.90193548
GI_19718775-S	729	15	1
GI_19718776-S	2191	56.5	1
GI_19718777-A	123.8	5.1	0.16903226
GI_19718779-I	122.4	4.6	0.1483871
GI_19718789-A	327.3	14.8	1
GI_19718793-I	147.5	7.2	0.77419355
GI_19718798-A	385.9	9.9	1
GI_19718800-I	146.4	5.6	0.75096774
GI_19743563-S	159.3	7.5	0.92774194
GI_19743564-S	127.4	7.8	0.24516129
GI_19743568-I	449	11.7	1
GI_19743570-A	322.6	13.8	1
GI_19743570-I	159.9	5.8	0.93419355
GI_19743572-S	141	5.3	0.6283871
GI_19743791-S	172.2	6.8	0.98451613
GI_19743793-I	140.3	6.1	0.61548387
GI_19743795-A	118.9	6.3	0.09290323
GI_19743795-I	159.7	7.3	0.93419355
GI_19743797-A	470	10.4	1
GI_19743800-I	154.7	6.6	0.87225806
GI_19743802-S	192.9	7.8	0.99870968
GI_19743804-A	478	15.4	1
GI_19743804-I	137.6	6.9	0.5316129
GI_19743805-I	168	6.6	0.9716129
GI_19743807-S	442.3	14.6	1
GI_19743809-S	170.5	7.5	0.97935484
GI_19743810-S	1153.3	29.3	1
GI_19743811-S	126.6	7.2	0.23096774
GI_19743812-I	2563.1	85.6	1
GI_19743814-I	123.6	6.1	0.16387097
GI_19743818-A	1126.8	30.8	1
GI_19743818-I	127.2	6.8	0.24258065
GI_19743822-I	167.1	7.4	0.96645161
GI_19743828-S	127.4	5.6	0.24645161
GI_19743834-S	146.3	5.7	0.75096774
GI_19743835-S	1288.4	42.1	1
GI_19743837-A	1610.7	38	1
GI_19743844-I	129.3	4.6	0.29419355
GI_19743853-A	150	7.8	0.81548387
GI_19743870-I	451.5	14.6	1
GI_19743872-A	163.4	8	0.95354839
GI_19743874-S	1649.4	34.4	1
GI_19743876-S	638.9	20.4	1
GI_19743878-A	175	6.9	0.9883871
GI_19743882-I	169.7	6.2	0.97677419
GI_19743883-A	135.6	6.7	0.46967742
GI_19743883-I	136.6	6.4	0.49677419
GI_19743885-I	130.5	8.3	0.32387097
GI_19743887-A	129.6	5.4	0.29677419
GI_19743887-I	150.3	9.6	0.82451613
GI_19743888-I	377.8	13.9	1
GI_19743890-A	360.7	11.6	1
GI_19743890-I	153.8	5.9	0.85935484
GI_19743892-I	1190.4	31.6	1
GI_19743893-I	341.8	11.2	1
GI_19743895-A	416.8	9.2	1
GI_19743897-S	218.5	9.4	0.99870968
GI_19743899-I	127	6.4	0.24129032
GI_19743900-I	139.1	5.5	0.56774194
GI_19743902-I	124.8	5.8	0.19225806
GI_19743904-A	195	8.3	0.99870968
GI_19743904-I	152.4	6.4	0.84774194
GI_19743906-S	154.2	6.2	0.86193548
GI_19743908-S	123.9	6.4	0.16903226
GI_19743913-A	142.6	7.8	0.66967742
GI_19743915-I	109.6	5	0.02193548
GI_19743916-A	135.6	6.4	0.4683871
GI_19743916-I	144	6.7	0.70709677
GI_19743920-A	156	5.3	0.8916129
GI_19743926-I	126.2	4.8	0.22451613
GI_19743928-A	134.4	5.1	0.43483871
GI_19743932-A	166.6	8.2	0.96387097
GI_19743936-S	1453.1	31.5	1
GI_19743938-S	134.6	8.4	0.43741935
GI_19743939-S	141.6	8.2	0.64258065
GI_19745147-S	202	7.4	0.99870968
GI_19745161-S	143.7	5.5	0.69806452
GI_19745179-S	1986.2	50.2	1
GI_19747266-I	139.9	5.6	0.60129032
GI_19747268-A	154.8	7.7	0.87354839
GI_19747268-I	142.7	6.4	0.67096774
GI_19747270-I	132.4	5.2	0.37806452
GI_19747272-S	116.4	4.9	0.07096774
GI_19747274-A	2007.2	87.9	1
GI_19747277-S	544.7	16.6	1
GI_19747278-A	136.7	4.9	0.49806452
GI_19747280-I	144.6	7.5	0.71870968
GI_19747282-S	149.2	6.8	0.8
GI_19747284-S	139.6	7.2	0.58967742
GI_19882212-S	365.1	12.9	1
GI_19882216-I	155.4	6.6	0.88516129
GI_19882236-S	157.9	7.4	0.90967742
GI_19882238-S	172.2	8.4	0.98451613
GI_19882240-S	239.8	7.3	0.99870968
GI_19882248-I	143.6	7.1	0.69419355
GI_19882250-S	136.7	5.9	0.49806452
GI_19882252-S	151.9	6.3	0.83870968
GI_19882253-S	1461.9	24.1	1
GI_19882254-S	138.7	5.6	0.55741935
GI_19882255-S	123.5	5.7	0.16387097
GI_19882257-S	145.3	8.3	0.7316129
GI_19882258-S	130.8	5.7	0.33032258
GI_19913344-S	1113.1	32.5	1
GI_19913345-I	123.3	4.6	0.16258065
GI_19913355-I	172.1	7.7	0.98451613
GI_19913359-S	660.3	15.7	1
GI_19913360-A	230.1	6.5	0.99870968
GI_19913360-I	133.9	4.4	0.42193548
GI_19913362-S	420.3	10.1	1
GI_19913366-A	145.5	7.2	0.73419355
GI_19913368-S	472	15.8	1
GI_19913370-S	439.2	16.8	1
GI_19913380-A	171.7	7.4	0.98451613
GI_19913382-I	118.9	5.2	0.09290323
GI_19913384-I	134.1	5.6	0.42709677
GI_19913386-S	129.8	6.4	0.30709677
GI_19913387-S	137.3	12	0.51483871
GI_19913388-I	145.1	7.4	0.72774194
GI_19913391-A	226.3	8.6	0.99870968
GI_19913391-I	145.3	4.5	0.7316129
GI_19913393-A	181.5	8.8	0.99612903
GI_19913395-I	206	6	0.99870968
GI_19913399-I	136	5.7	0.48
GI_19913400-A	119.9	5.1	0.10193548
GI_19913400-I	362.7	10.9	1
GI_19913402-I	123.5	6	0.16387097
GI_19913404-S	3091.3	68.3	1
GI_19913405-S	2291.9	50.2	1
GI_19913407-S	1522.5	50.6	1
GI_19913411-A	150.6	5.3	0.82709677
GI_19913413-I	149	7.8	0.79870968
GI_19913415-A	193.1	5.7	0.99870968
GI_19913417-S	3652.1	116.4	1
GI_19913419-A	116.5	5.2	0.07225806
GI_19913421-I	115.3	5.1	0.06193548
GI_19913423-S	4515	120.5	1
GI_19913425-S	244.8	9.9	1
GI_19913427-S	2760.5	70.3	1
GI_19913429-S	8287.6	233.9	1
GI_19913430-S	702.4	15.2	1
GI_19913433-S	1351.9	31.3	1
GI_19913434-S	3394.7	116.6	1
GI_19913435-S	3878.9	90.7	1
GI_19913436-S	10417.5	310.5	1
GI_19913437-S	1716.6	49.5	1
GI_19913440-A	1481.4	36.9	1
GI_19913440-I	147.1	7.5	0.76774194
GI_19913442-I	142.1	5.5	0.65677419
GI_19913444-S	196.7	7.2	0.99870968
GI_19913445-S	135.1	6	0.4516129
GI_19920316-S	1242.7	38.6	1
GI_19920322-A	443.4	12.3	1
GI_19923075-S	139.1	6.1	0.56903226
GI_19923077-S	137.1	6.1	0.51096774
GI_19923079-I	172.8	6.9	0.98580645
GI_19923081-S	140.5	6.8	0.61806452
GI_19923085-S	147.3	5.6	0.77032258
GI_19923089-S	508.1	13.9	1
GI_19923095-S	115.9	5.3	0.06451613
GI_19923101-S	178.5	8.5	0.99096774
GI_19923110-S	140	5.5	0.60387097
GI_19923111-S	162.7	14.1	0.9483871
GI_19923121-S	209	6.9	0.99870968
GI_19923125-S	146.1	5	0.74709677
GI_19923128-S	133.8	6.1	0.41548387
GI_19923130-S	179.3	7.1	0.99354839
GI_19923133-S	801	22.8	1
GI_19923135-S	133.9	8	0.42064516
GI_19923138-S	565.3	16.3	1
GI_19923143-S	219.6	6.6	0.99870968
GI_19923154-S	177.2	7.4	0.99096774
GI_19923156-S	144.3	5.6	0.71354839
GI_19923159-S	281	8.8	1
GI_19923163-S	439.1	12.3	1
GI_19923175-S	463.9	13	1
GI_19923177-S	143.3	5.8	0.68645161
GI_19923180-S	155.3	5.3	0.88129032
GI_19923194-S	139.9	5.3	0.60129032
GI_19923197-S	142.3	5.6	0.66193548
GI_19923201-S	215.5	8.7	0.99870968
GI_19923203-S	119.6	4.6	0.09806452
GI_19923214-S	524	9.2	1
GI_19923216-S	287.2	16.3	1
GI_19923222-S	187.8	8	0.99741935
GI_19923224-S	120.1	4.5	0.10580645
GI_19923232-S	2341.3	64	1
GI_19923235-S	10187.9	277.8	1
GI_19923241-S	436	11.9	1
GI_19923243-S	1139.6	26.3	1
GI_19923244-S	118.3	6.7	0.09032258
GI_19923246-S	943.9	25.4	1
GI_19923256-S	146.5	6.5	0.75225806
GI_19923257-S	574	16.3	1
GI_19923259-S	514.1	21.8	1
GI_19923267-S	1561.5	51	1
GI_19923271-S	693.3	20.1	1
GI_19923273-S	145.3	6.4	0.7316129
GI_19923275-S	140	5.2	0.60645161
GI_19923278-S	466.9	12.7	1
GI_19923280-S	173.7	5	0.9883871
GI_19923286-S	436.2	12.1	1
GI_19923288-S	473.4	15.4	1
GI_19923304-S	361.2	15.6	1
GI_19923305-S	144.3	5.8	0.71612903
GI_19923309-S	112.1	5.2	0.03741935
GI_19923318-S	117.8	4.1	0.08516129
GI_19923320-S	151.8	6	0.83741935
GI_19923322-S	803.1	20.3	1
GI_19923324-S	263.5	12.8	1
GI_19923326-S	2275.5	77.6	1
GI_19923328-S	153.9	6.1	0.86064516
GI_19923329-S	1773.7	38.6	1
GI_19923332-S	145.4	6.6	0.73290323
GI_19923334-S	170.3	7.1	0.97935484
GI_19923342-S	550	16.2	1
GI_19923347-S	694.9	17.3	1
GI_19923351-S	150.9	4.7	0.8283871
GI_19923360-S	148	6.9	0.77806452
GI_19923361-S	133.1	6.3	0.39612903
GI_19923363-S	407	9.6	1
GI_19923364-I	133.3	8.1	0.4
GI_19923365-S	256.5	16.1	1
GI_19923366-S	631.8	17	1
GI_19923369-S	892.7	22.4	1
GI_19923371-S	330	11.5	1
GI_19923373-S	158.6	7.9	0.91612903
GI_19923380-S	146.7	6.1	0.75483871
GI_19923386-S	2479.5	41.1	1
GI_19923388-S	147	6	0.76258065
GI_19923392-S	956.4	25.3	1
GI_19923396-S	116.2	4.7	0.06967742
GI_19923400-S	127.8	5.7	0.25677419
GI_19923401-S	5952	141.5	1
GI_19923408-S	788.7	25.5	1
GI_19923412-S	226.9	8.8	0.99870968
GI_19923414-S	479	12.6	1
GI_19923415-S	136.7	6.2	0.49806452
GI_19923419-S	134.1	5	0.42709677
GI_19923429-S	155	8.5	0.87612903
GI_19923431-S	361.4	9.8	1
GI_19923436-S	697.4	19.9	1
GI_19923439-S	119.4	3.8	0.09806452
GI_19923441-S	2280	54.7	1
GI_19923443-S	635.2	20.4	1
GI_19923444-A	258.2	13.1	1
GI_19923448-S	322.4	10.2	1
GI_19923450-S	391.4	14.2	1
GI_19923451-S	597.3	12.4	1
GI_19923454-S	155.3	5.9	0.88387097
GI_19923458-S	2406.2	63.7	1
GI_19923461-S	620.6	14.8	1
GI_19923463-S	129.7	6.2	0.30580645
GI_19923465-S	1316.7	36.8	1
GI_19923467-S	1133.5	28.8	1
GI_19923478-S	272.9	10.5	1
GI_19923482-S	146.5	6.4	0.75096774
GI_19923484-S	977.2	23.9	1
GI_19923486-S	103.4	8	0.00645161
GI_19923492-S	513.3	15.8	1
GI_19923494-S	906.1	28.2	1
GI_19923496-S	1547	32.9	1
GI_19923500-S	386.9	18	1
GI_19923501-S	2863.9	62.6	1
GI_19923511-S	119.7	5.4	0.09935484
GI_19923513-S	299.5	7.2	1
GI_19923516-S	416	9.8	1
GI_19923518-S	182.1	6.2	0.99612903
GI_19923520-S	961.4	20.3	1
GI_19923522-S	228.8	11.7	0.99870968
GI_19923528-S	733.6	22.5	1
GI_19923532-S	253.3	10.4	1
GI_19923535-S	231.5	9.1	0.99870968
GI_19923537-S	498.2	13.7	1
GI_19923539-S	283	10.2	1
GI_19923541-S	435.4	8.8	1
GI_19923547-S	820.5	18.2	1
GI_19923550-S	289.5	10.3	1
GI_19923554-S	862.3	26.4	1
GI_19923555-S	736.6	16.6	1
GI_19923558-S	438.4	13.4	1
GI_19923563-S	162.5	4.8	0.9483871
GI_19923565-S	791	22.5	1
GI_19923567-S	616	16.5	1
GI_19923571-S	141.2	8	0.63096774
GI_19923579-S	131.4	5	0.34709677
GI_19923589-S	989.2	26.5	1
GI_19923594-S	348.9	10.6	1
GI_19923596-S	1742.3	59.1	1
GI_19923598-S	228.3	7.1	0.99870968
GI_19923602-S	131.4	6.9	0.3483871
GI_19923608-S	563.3	12.4	1
GI_19923612-S	3897.9	93.8	1
GI_19923616-S	2229.3	55.4	1
GI_19923618-S	385.8	11.3	1
GI_19923620-S	155.7	8.8	0.88645161
GI_19923628-I	127.5	6.5	0.24774194
GI_19923630-S	121.3	5.4	0.12645161
GI_19923633-S	1764.1	35.9	1
GI_19923635-S	127.4	5.4	0.24645161
GI_19923637-S	143.2	5.9	0.68258065
GI_19923645-S	185.7	7.5	0.99741935
GI_19923649-S	227.2	9.8	0.99870968
GI_19923651-S	339	9.4	1
GI_19923652-I	758.4	15.1	1
GI_19923654-S	788.4	17	1
GI_19923657-S	1896.4	56.6	1
GI_19923658-S	165	6	0.95870968
GI_19923660-S	166.1	7.5	0.96129032
GI_19923668-S	203.1	7.4	0.99870968
GI_19923670-S	1555.9	37.4	1
GI_19923712-A	172.5	6.8	0.98580645
GI_19923712-I	158.4	7.2	0.91483871
GI_19923714-S	245.3	9.1	1
GI_19923718-S	505.8	15.9	1
GI_19923720-S	136.5	7.9	0.4916129
GI_19923722-S	589.1	17.8	1
GI_19923724-S	6071.8	145.5	1
GI_19923725-S	158.1	7	0.90967742
GI_19923728-S	345	8.2	1
GI_19923737-S	3906.4	101	1
GI_19923741-S	734.7	22.3	1
GI_19923742-S	572.9	13.2	1
GI_19923749-S	133.9	5.7	0.42193548
GI_19923751-S	820.1	20.9	1
GI_19923752-S	161.2	6.8	0.94322581
GI_19923760-S	640.4	22.9	1
GI_19923769-S	957.1	32.8	1
GI_19923778-S	1719.5	31.7	1
GI_19923779-S	153.8	6.9	0.85548387
GI_19923781-S	166.9	10.5	0.96516129
GI_19923783-S	1274.4	44.1	1
GI_19923785-S	528.6	15.7	1
GI_19923786-S	2283.3	65.7	1
GI_19923789-S	1632.9	40.8	1
GI_19923793-S	323.2	9.9	1
GI_19923795-S	592.2	13.5	1
GI_19923799-S	1076.7	29.7	1
GI_19923809-S	292.6	11	1
GI_19923815-S	166.6	9.1	0.96387097
GI_19923816-S	546.3	18.3	1
GI_19923820-S	189	7.6	0.99870968
GI_19923825-S	639.2	19.9	1
GI_19923826-S	1851.1	74.6	1
GI_19923828-S	228.8	6.7	0.99870968
GI_19923829-S	164.5	7.2	0.95612903
GI_19923835-S	212.8	7.7	0.99870968
GI_19923839-S	211.1	11.8	0.99870968
GI_19923843-S	128.8	5	0.28387097
GI_19923847-S	1245.3	28.4	1
GI_19923852-S	742.3	32.5	1
GI_19923854-S	1176.7	25.7	1
GI_19923874-S	153.1	5.6	0.85290323
GI_19923878-S	611.3	17.1	1
GI_19923880-S	274.8	9.5	1
GI_19923882-S	137.3	5.4	0.51483871
GI_19923886-S	129	4.5	0.2916129
GI_19923898-S	992.1	39.6	1
GI_19923900-S	116.8	4.4	0.07225806
GI_19923904-S	140.2	7.1	0.61290323
GI_19923906-S	369	11.3	1
GI_19923908-S	564.8	14.9	1
GI_19923910-S	217.8	7.3	0.99870968
GI_19923916-S	257.8	8.3	1
GI_19923918-S	293	10.5	1
GI_19923924-S	140.5	7.1	0.61677419
GI_19923926-S	2608.7	45.5	1
GI_19923934-S	351.1	11.3	1
GI_19923936-S	648.9	16.8	1
GI_19923938-S	865.6	22.5	1
GI_19923942-S	2363.9	43.7	1
GI_19923944-S	405.7	9.7	1
GI_19923948-S	124.9	8.3	0.19354839
GI_19923956-S	1157.6	39	1
GI_19923960-S	452.2	13.8	1
GI_19923962-S	143.2	5.6	0.68129032
GI_19923976-S	5026.8	148.3	1
GI_19923980-S	163.6	6.7	0.95354839
GI_19923982-S	594.2	17.6	1
GI_19923986-S	166.7	8.2	0.96387097
GI_19923994-S	150.6	5.3	0.82709677
GI_19924006-S	146.5	7.1	0.75483871
GI_19924014-S	142.9	7.2	0.67354839
GI_19924022-S	137.3	5.4	0.51483871
GI_19924096-A	127	5.6	0.24129032
GI_19924098-I	124.2	4.3	0.17548387
GI_19924100-I	127.8	4.5	0.25677419
GI_19924102-A	142.6	5.8	0.66967742
GI_19924102-I	153.4	8.8	0.85290323
GI_19924108-A	126.1	7.8	0.22064516
GI_19924110-S	122.3	4.8	0.14580645
GI_19924112-S	356.6	10.4	1
GI_19924114-I	6140.2	132.2	1
GI_19924116-A	215.4	10.6	0.99870968
GI_19924116-I	161.5	6.4	0.94451613
GI_19924124-A	289.3	12.5	1
GI_19924128-I	119.9	5.3	0.10193548
GI_19924130-A	248.6	7.8	1
GI_19924132-I	425.9	9.7	1
GI_19924134-A	143.2	6.4	0.68645161
GI_19924136-S	1059.9	34.3	1
GI_19924137-S	2358.1	79.1	1
GI_19924138-S	1687.1	44.9	1
GI_19924139-I	126.9	6.6	0.24
GI_19924140-A	630.4	17.6	1
GI_19924142-S	144.5	6.8	0.71870968
GI_19924144-I	145	7.5	0.72516129
GI_19924146-A	280.2	11.5	1
GI_19924146-I	158.6	6.6	0.91612903
GI_19924152-A	129.5	6.5	0.29677419
GI_19924154-I	272	6.5	1
GI_19924155-A	473.7	13.6	1
GI_19924157-S	137.4	5	0.52129032
GI_19924160-A	3919.6	90.1	1
GI_19924162-S	131.7	4.8	0.35741935
GI_19924164-S	139	8.5	0.56774194
GI_19924171-S	476.8	11.5	1
GI_19924176-S	4360.1	130.9	1
GI_19924297-S	137	4.5	0.50709677
GI_19924298-S	865.2	19.7	1
GI_19924299-S	151.1	5.9	0.83225806
GI_19924300-S	218.8	7.8	0.99870968
GI_19924303-S	151	6.9	0.82967742
GI_20069857-S	147.4	6.8	0.7716129
GI_20070102-S	982.4	32.6	1
GI_20070108-I	175.6	5.8	0.9883871
GI_20070124-S	3991.3	200.5	1
GI_20070126-S	116.4	5	0.07096774
GI_20070128-S	146.9	6.4	0.76258065
GI_20070134-S	7658.9	159	1
GI_20070136-S	940.2	19.4	1
GI_20070140-S	187.5	7.4	0.99741935
GI_20070145-S	802.4	19.8	1
GI_20070149-S	875.3	18.8	1
GI_20070157-S	3141.6	72.9	1
GI_20070169-S	147	6.9	0.76387097
GI_20070171-S	4883.6	148.3	1
GI_20070179-S	2242.9	71.4	1
GI_20070184-S	498.6	14.9	1
GI_20070185-S	649.4	18.3	1
GI_20070198-S	1489.4	41.1	1
GI_20070207-S	6759.2	180.3	1
GI_20070210-S	7706.7	159.1	1
GI_20070219-S	2765.9	62.9	1
GI_20070223-S	722.3	19.5	1
GI_20070225-S	139	6.2	0.56774194
GI_20070229-S	134.3	5	0.43354839
GI_20070231-S	262.7	8.3	1
GI_20070233-S	168.7	8.2	0.97548387
GI_20070234-S	136.8	6.9	0.49806452
GI_20070240-S	5349.9	118.3	1
GI_20070258-S	189.7	7.2	0.99870968
GI_20070259-S	1133.8	21.4	1
GI_20070261-S	315.2	12.7	1
GI_20070263-S	763.2	17.1	1
GI_20070268-S	141.7	7.3	0.64516129
GI_20070269-S	161	8.9	0.94064516
GI_20070270-I	165	8.3	0.95870968
GI_20070271-S	6524.4	138.1	1
GI_20070274-S	153.8	9.8	0.85677419
GI_20070275-S	1124.7	25.9	1
GI_20070278-S	433.3	13.1	1
GI_20070283-S	120.7	6.9	0.11225806
GI_20070287-S	359.4	14.9	1
GI_20070288-S	528.9	14.1	1
GI_20070290-S	308.2	9.5	1
GI_20070291-S	403.4	9.8	1
GI_20070295-S	355.3	9.8	1
GI_20070301-S	162.8	10.1	0.9483871
GI_20070304-S	873	21.6	1
GI_20070311-S	168.5	6.1	0.97548387
GI_20070320-S	292.3	8	1
GI_20070322-I	549.3	12	1
GI_20070325-S	2003.9	47.3	1
GI_20070327-I	142.8	10.4	0.67225806
GI_20070329-S	509.9	11.1	1
GI_20070332-S	393.9	7.2	1
GI_20070334-S	280	11.7	1
GI_20070338-A	169.4	6.6	0.97548387
GI_20070341-S	365.1	13.3	1
GI_20070345-S	193.7	5.5	0.99870968
GI_20070346-S	117.6	4.8	0.08129032
GI_20070348-S	298.2	10.9	1
GI_20070355-S	1689	34	1
GI_20070357-S	132	6.7	0.36774194
GI_20070359-S	152	8.3	0.84
GI_20070361-S	121.3	5.1	0.12645161
GI_20070373-S	122.1	3.9	0.14193548
GI_20070375-S	147.6	4.9	0.77548387
GI_20070377-S	182.4	8.3	0.99612903
GI_20070379-S	240.6	7.6	1
GI_20070381-S	135.1	5.3	0.44774194
GI_20070383-S	208.4	9.8	0.99870968
GI_20127147-S	477.1	11.8	1
GI_20127403-S	226.3	9	0.99870968
GI_20127419-S	1229.2	26	1
GI_20127421-S	138	4.7	0.54322581
GI_20127429-S	4555.1	86.8	1
GI_20127439-S	2665.2	86.5	1
GI_20127447-S	2317.5	47.2	1
GI_20127455-S	202.3	6.1	0.99870968
GI_20127456-S	2355.7	56.6	1
GI_20127458-S	722.9	23.6	1
GI_20127459-S	964.9	34.7	1
